oracle_id,elo,mainboard,pickrate,picks,mainboards,name,mana_cost,type_line,oracle_text,set_name,rarity,colors,power,toughness,loyalty,flavor_text,artist,illustration_id
13d4c46b-c2d6-44cc-a252-4a991d471854,1342,0.75,0.1073825503355704,16,6,Sylvan Caryatid,{1}{G},Creature — Plant,"Defender, hexproof
{T}: Add one mana of any color.",Magic Online Promos,rare,G,0,3,,"Those who enter the copse never leave. They find peace there and take root, becoming part of the ever-growing grove.",Lars Grant-West,d1393064-aed9-4964-bdff-ee23b50d0506
2588f348-d7a3-46c8-9ace-dca53ed5ef99,1356,0.5555555555555556,0.1422924901185771,36,5,"Ajani, Nacatl Pariah // Ajani, Nacatl Avenger",,Legendary Creature — Cat Warrior // Legendary Planeswalker — Ajani,,Modern Horizons 3 Promos,mythic,,,,,,Chris Rallis,
17fa98cd-ed8f-483f-9525-7e989a82ebb2,1420,1.0,0.1206896551724138,14,5,Balance,{1}{W},Sorcery,"Each player chooses a number of lands they control equal to the number of lands controlled by the player who controls the fewest, then sacrifices the rest. Players discard cards and sacrifice creatures the same way.",The List,mythic,W,,,,,Kev Walker,e7cdb27c-ae05-4365-b4ff-be5f25949bce
8ba36878-0816-44c7-b543-8ebfc28c2ecd,1134,0.4,0.0921658986175115,20,2,Angelic Destiny,{2}{W}{W},Enchantment — Aura,"Enchant creature
Enchanted creature gets +4/+4, has flying and first strike, and is an Angel in addition to its other types.
When enchanted creature dies, return Angelic Destiny to its owner's hand.",Wilds of Eldraine Commander,mythic,W,,,,,Jana Schirmer & Johannes Voss,7472eb32-5d40-4aa6-b213-14cd542cc043
108ae90a-50fa-4cfd-b751-d630e41425fe,1134,1.0,0.0588235294117647,6,3,Wrenn and Six,{R}{G},Legendary Planeswalker — Wrenn,"+1: Return up to one target land card from your graveyard to your hand.
−1: Wrenn and Six deals 1 damage to any target.
−7: You get an emblem with ""Instant and sorcery cards in your graveyard have retrace."" (You may cast instant and sorcery cards from your graveyard by discarding a land card in addition to paying their other costs.)",Secret Lair Showdown,mythic,"G,R",,,3,,Ricardo Cavolo,a51aaccb-d06e-4c73-8ce0-81e8235dec9d
2fd7018e-1c36-4d7f-8f72-22f2f7f60c60,966,0.25,0.0517241379310344,9,1,Eidolon of the Great Revel,{R}{R},Enchantment Creature — Spirit,"Whenever a player casts a spell with mana value 3 or less, Eidolon of the Great Revel deals 2 damage to that player.",Store Championships,rare,R,2,2,,,Yigit Koroglu,5bfaa1ac-9b47-46ac-8a01-d7f68bf86ca4
8b27326f-e7b8-4a4d-b589-df459246d19a,906,1.0,0.0512820512820512,8,1,Shadowspear,{1},Legendary Artifact — Equipment,"Equipped creature gets +1/+1 and has trample and lifelink.
{1}: Permanents your opponents control lose hexproof and indestructible until end of turn.
Equip {2}",Secret Lair Drop,rare,,,,,"""I make my own luck . . . perhaps with the help of a powerful artifact or two.""",Bartek Fedyczak,86b07543-b4f5-4b7e-8167-1b38c2acc04d
b4ce2c8f-a19c-461e-8a2e-0ec2bd3ebca3,1416,0.6956521739130435,0.2253968253968254,71,16,Ocelot Pride,{W},Creature — Cat,"First strike, lifelink
Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
At the beginning of your end step, if you gained life this turn, create a 1/1 white Cat creature token. Then if you have the city's blessing, for each token you control that entered this turn, create a token that's a copy of it.",Modern Horizons 3 Promos,mythic,W,1,1,,,Chris Seaman,3007eb6b-793b-4fa7-9809-393232f2d37f
97cabeda-9fe3-490d-99b4-4c8d87c17157,1328,0.8,0.0978260869565217,18,4,Noxious Revival,{G/P},Instant,"({G/P} can be paid with either {G} or 2 life.)
Put target card from a graveyard on top of its owner's library.",Mystery Booster 2,uncommon,G,,,,"""Dead or alive, my creations are stronger than Jin-Gitaxias's septic minions.""
—Vorinclex, Voice of Hunger",Matt Stewart,7940a848-6990-4ee7-b3b8-98f0e5a0e9cf
34515b16-c9a4-4f98-8c77-416a7a523407,1214,0.6666666666666666,0.1396648044692737,25,6,Wrath of God,{2}{W}{W},Sorcery,Destroy all creatures. They can't be regenerated.,Commander Masters,rare,W,,,,"Legend speaks of the lost coastal polis of Olantin, whose inhabitants' hubris enraged the sun god Heliod.",Willian Murai,df89f423-53ca-4b31-a17b-5ff8059440a8
040cbd8a-a9e5-454b-a5ae-9b66bb66b8e9,1110,0.0,0.123076923076923,32,0,Nethergoyf,{B},Creature — Lhurgoyf,"Nethergoyf's power is equal to the number of card types among cards in your graveyard and its toughness is equal to that number plus 1.
Escape—{2}{B}, Exile any number of other cards from your graveyard with four or more card types among them. (You may cast this card from your graveyard for its escape cost.)",Modern Horizons 3 Promos,mythic,B,*,1+*,,,Xavier Ribeiro,bb6cb876-531b-452a-b1cf-87eeb977d5ca
ba48e067-f4d9-45b2-ade1-71cf8cda418c,886,1.0,0.046979865771812,7,1,Kaito Shizuki,{1}{U}{B},Legendary Planeswalker — Kaito,"At the beginning of your end step, if Kaito Shizuki entered this turn, he phases out.
+1: Draw a card. Then discard a card unless you attacked this turn.
−2: Create a 1/1 blue Ninja creature token with ""This creature can't be blocked.""
−7: You get an emblem with ""Whenever a creature you control deals combat damage to a player, search your library for a blue or black creature card, put it onto the battlefield, then shuffle.""",The List,mythic,"B,U",,,3,,Yongjae Choi,a1625409-844f-47a2-aadd-14c67ce53bd8
380c367f-73ea-485f-a37b-5af0ba160893,638,1.0,0.0065359477124183,1,1,Not Dead After All,{B},Instant,"Until end of turn, target creature you control gains ""When this creature dies, return it to the battlefield tapped under its owner's control, then create a Wicked Role token attached to it."" (Enchanted creature gets +1/+1. When this Aura is put into a graveyard, each opponent loses 1 life.)",Wilds of Eldraine,common,B,,,,,Randy Vargas,c3da6055-d39c-4084-95c2-8bd58d87df25
09a70ae8-3859-4a09-901d-dce063fa3b5f,1482,1.0,0.1792452830188679,19,4,Wasteland,,Land,"{T}: Add {C}.
{T}, Sacrifice Wasteland: Destroy target nonbasic land.",Mystery Booster 2,uncommon,,,,,"""The land promises nothing and keeps its promise.""
—Oracle *en*-Vec",Una Fricker,38cf1045-0520-4a67-a25e-dc7bb3acead6
1436dd81-496e-42a5-b210-fb5b9cdf073f,984,1.0,0.0355029585798816,6,3,Selesnya Signet,{2},Artifact,"{1}, {T}: Add {G}{W}.",Ravnica: Clue Edition,common,,,,,"The symbol of the Conclave is one of unity, with tree supporting sun and sun feeding tree.",Raoul Vitale,87510a68-b5a7-4626-a002-8c3fa33b14e2
f25351e3-539b-4bbc-b92d-6480acf4d722,1324,1.0,0.0902255639097744,12,4,City of Brass,,Land,"Whenever City of Brass becomes tapped, it deals 1 damage to you.
{T}: Add one mana of any color.",Mystery Booster 2,rare,,,,,,Ron Walotsky,1600a60f-380e-48d0-b411-0e33685ff6ba
4eb813fd-2d5a-4b02-8193-662681ef4e7d,1268,0.4285714285714285,0.1317073170731707,27,3,Farewell,{4}{W}{W},Sorcery,"Choose one or more —
• Exile all artifacts.
• Exile all creatures.
• Exile all enchantments.
• Exile all graveyards.",Magic Online Promos,rare,W,,,,,Seb McKinnon,c235fd39-b850-46df-9a26-d3330f925627
54022a10-c9f0-458d-a0ed-228843cd9a40,1038,0.5,0.0457516339869281,7,2,Bazaar of Baghdad,,Land,"{T}: Draw two cards, then discard three cards.",Vintage Championship,special,,,,,2022 Asia Vintage Championship,Chris Seaman,b697e23e-3c74-41f3-b0f5-9b496bf0c883
217062f5-96f1-454c-9507-17f34ef37070,1196,1.0,0.0661764705882353,9,1,Sheoldred's Edict,{1}{B},Instant,"Choose one —
• Each opponent sacrifices a nontoken creature.
• Each opponent sacrifices a creature token.
• Each opponent sacrifices a planeswalker.",The List,uncommon,B,,,,"""Congratulations. I am entertained.""",Helge C. Balzer,9bcd0559-13f5-4e2c-b7c8-4467e5d74387
9a1de7e4-9930-4db3-a8f3-d146d0abf38b,1112,0.5,0.0588235294117647,12,3,"Edric, Spymaster of Trest",{1}{G}{U},Legendary Creature — Elf Rogue,"Whenever a creature deals combat damage to one of your opponents, its controller may draw a card.",Outlaws of Thunder Junction Commander,rare,"G,U",2,2,,"""I am not at liberty to reveal my sources, but I can assure you, the price on your head is high.""",Volkan Baǵa,83223053-1691-47e9-8e64-54487066aaee
0bfa4512-e35a-4c93-b324-80ec659f5a97,1298,1.0,0.0909090909090909,13,6,"Ulamog, the Ceaseless Hunger",{10},Legendary Creature — Eldrazi,"When you cast this spell, exile two target permanents.
Indestructible
Whenever Ulamog, the Ceaseless Hunger attacks, defending player exiles the top twenty cards of their library.",Commander Masters,mythic,,10,10,,,Cosmin Podar,acdf7cd9-c441-4b42-afb2-c4b5b32632b4
ef86989d-ce80-4e55-aece-7d11710eeffa,1406,1.0,0.15625,10,3,Polluted Delta,,Land,"{T}, Pay 1 life, Sacrifice Polluted Delta: Search your library for an Island or Swamp card, put it onto the battlefield, then shuffle.",Modern Horizons 3 Promos,rare,,,,,A warped gateway that seeps toxins and malevolence into the waters around Towashi.,Chris Ostrowski,03eeacee-aae9-4c8e-aa8f-abfeb90d3160
65986c1b-8e51-4604-b685-d82fa7d1263a,1278,1.0,0.1089108910891089,11,3,Skullclamp,{1},Artifact — Equipment,"Equipped creature gets +1/-1.
Whenever equipped creature dies, draw two cards.
Equip {1}",Bloomburrow Commander,uncommon,,,,,The mind is a beautiful bounty encased in an annoying bone container.,Daniel Ljunggren,679c0fda-95b3-46e9-9c39-0dcc572cc73b
c0957e5e-c71b-439c-931c-9f55d2f76ace,960,0.0,0.0151515151515151,1,0,Fable of the Mirror-Breaker // Reflection of Kiki-Jiki,,Enchantment — Saga // Enchantment Creature — Goblin Shaman,,Magic Online Promos,rare,,,,,,Joseph Meehan,
0ba134d8-ee7d-48ec-8dc6-57942b8e9261,1254,0.6666666666666666,0.1162790697674418,15,2,Liliana of the Veil,{1}{B}{B},Legendary Planeswalker — Liliana,"+1: Each player discards a card.
−2: Target player sacrifices a creature.
−6: Separate all permanents target player controls into two piles. That player sacrifices all permanents in the pile of their choice.",Magic Online Promos,mythic,B,,,3,,Brom,c79e757f-e84e-429c-8279-33c4fe0852e1
e27193b7-1a47-4555-865d-b1fd4c6d597f,1636,0.6666666666666666,0.1555555555555555,14,6,Fastbond,{G},Enchantment,"You may play any number of lands on each of your turns.
Whenever you play a land, if it wasn't the first land you played this turn, Fastbond deals 1 damage to you.",30th Anniversary Edition,rare,G,,,,,Mark Poole,7be912bb-4afd-487c-aa89-78fa2cff8e60
c7c7bffa-442d-4ba5-b778-ad394c192f27,1396,1.0,0.1156462585034013,17,4,Candelabra of Tawnos,{1},Artifact,"{X}, {T}: Untap X target lands.",Magic Online Promos,rare,,,,,,Clint Cearley,7e3ac9ca-e7f1-4900-9787-265204699c15
e9117015-1050-44dd-a46b-e7ffe2085fae,878,0.0,0.0416666666666666,5,0,Ledger Shredder,{1}{U},Creature — Bird Advisor,"Flying
Whenever a player casts their second spell each turn, Ledger Shredder connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on this creature.)",Special Guests,mythic,U,1,3,,"""Pah! You call this a comprehensive? I call this nest-stuffing!""",Volkan Baǵa,c91a251a-7391-457b-a6fb-8e8537d8389f
fcb2a95b-cef0-4b29-8b2b-538f380aff2b,596,0.0,0.0056497175141242,1,0,Vampire Hexmage,{B}{B},Creature — Vampire Shaman,"First strike
Sacrifice Vampire Hexmage: Remove all counters from target permanent.",Time Spiral Remastered,special,B,2,1,,"When the blood hunt lost its thrill, she looked for less tangible means of domination.",Eric Deschamps,24a83d28-235f-495a-8063-a3c5f189b9bf
34f34409-326d-4994-a0ea-1a69aa278f03,1242,1.0,0.1645569620253164,13,3,"Sheoldred, the Apocalypse",{2}{B}{B},Legendary Creature — Phyrexian Praetor,"Deathtouch
Whenever you draw a card, you gain 2 life.
Whenever an opponent draws a card, they lose 2 life.",Dominaria United,mythic,B,4,5,,,Richard Whitters,b47b4a29-d674-4644-9a57-ff418b0659d6
ee302659-59ed-4eef-babe-451b9ccf7f14,976,0.0,0.0692307692307692,9,0,"Uro, Titan of Nature's Wrath",{1}{G}{U},Legendary Creature — Elder Giant,"When Uro enters, sacrifice it unless it escaped.
Whenever Uro enters or attacks, you gain 3 life and draw a card, then you may put a land card from your hand onto the battlefield.
Escape—{G}{G}{U}{U}, Exile five other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)",Mystery Booster 2,mythic,"G,U",6,6,,,Vincent Proce,319b6606-dff4-4e49-a209-550c2aa69fa6
a3da7d5b-2c2b-45fe-b9c5-413b8c8fc0a2,760,1.0,0.0266666666666666,4,1,Academy Ruins,,Legendary Land,"{T}: Add {C}.
{1}{U}, {T}: Put target artifact card from your graveyard on top of your library.",Secret Lair Drop,rare,,,,,"""Everything lost is meant to be found.""
—Lara Croft",Eliz Roxs,22b27b0b-91ff-4238-8d40-a73548637045
7973820b-fdaf-46ec-9e3e-d4c0e77b5067,1080,0.4444444444444444,0.1642857142857142,46,4,Fanatic of Rhonas,{1}{G},Creature — Snake Druid,"{T}: Add {G}.
Ferocious — {T}: Add {G}{G}{G}{G}. Activate only if you control a creature with power 4 or greater.
Eternalize {2}{G}{G} ({2}{G}{G}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Snake Druid with no mana cost. Eternalize only as a sorcery.)",Modern Horizons 3 Promos,rare,G,1,4,,,Scott Murphy,a18b4f37-38fa-4f37-8034-f2e6cbb55d39
45181cb8-2090-4471-ba90-e5a8f04d525f,1210,1.0,0.1282051282051282,20,7,Sacred Foundry,,Land — Mountain Plains,"({T}: Add {R} or {W}.)
As Sacred Foundry enters, you may pay 2 life. If you don't, it enters tapped.",Ravnica: Clue Edition,rare,,,,,,Alexander Forssberg,f87a53a6-f7ac-4ee3-9022-69c78e38b5cc
254f87cc-e0c2-484d-b5e8-1ea8c366990c,1518,1.0,0.147239263803681,24,7,Worldspine Wurm,{8}{G}{G}{G},Creature — Wurm,"Trample
When Worldspine Wurm dies, create three 5/5 green Wurm creature tokens with trample.
When Worldspine Wurm is put into a graveyard from anywhere, shuffle it into its owner's library.",The List,mythic,G,15,15,,,Richard Wright,8bc18db8-77ea-42b3-92e6-62c049f66dca
8ad91f64-ccab-4edc-bd54-b2ee9267d614,1380,0.6666666666666666,0.0972222222222222,14,6,Lotus Cobra,{1}{G},Creature — Snake,"Landfall — Whenever a land you control enters, add one mana of any color.",Bloomburrow Commander,rare,G,2,1,,"Its hood blossoms as a warning: receive your gift, but stray no closer.",Sam Rowan,35a54fcf-e2e6-4e7e-97a8-140b890d06dd
a8abd966-de7b-46a3-8ac7-8747ab35653a,1804,1.0,0.3209876543209876,26,6,Wheel of Fortune,{2}{R},Sorcery,"Each player discards their hand, then draws seven cards.",30th Anniversary Edition,rare,R,,,,,Daniel Gelon,2374c264-9c65-4961-84e4-ec44c241355c
60433b48-d27f-413c-905c-43839b1943f1,1260,1.0,0.0967741935483871,12,5,Mother of Runes,{W},Creature — Human Cleric,{T}: Target creature you control gains protection from the color of your choice until end of turn.,The List,uncommon,W,1,1,,"""My family protects all families.""",Scott M. Fischer,59f603b3-c842-4ba1-aede-25947f8831ee
98aa9424-5912-4bd6-9300-b3972a31d8af,1746,0.9,0.2162162162162162,24,9,Noble Hierarch,{G},Creature — Human Druid,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
{T}: Add {G}, {W}, or {U}.",The List,rare,G,0,1,,"She protects the sacred groves from blight, drought, and the Unbeholden.",Mark Zug,0a2b9149-9ff1-4097-8377-f3db60ef7ba8
13575cf9-65c1-4861-b21e-eb2155e07766,1416,1.0,0.1095890410958904,8,1,Sensei's Divining Top,{1},Artifact,"{1}: Look at the top three cards of your library, then put them back in any order.
{T}: Draw a card, then put Sensei's Divining Top on top of its owner's library.",Mystery Booster 2,uncommon,,,,,,Michael Sutfin,e30650e1-fbcd-4890-a438-b6b7fb4c446d
bde94af8-faea-41ff-8eed-ba642eac9968,836,1.0,0.0421686746987951,7,1,Phantasmal Image,{1}{U},Creature — Illusion,"You may have Phantasmal Image enter as a copy of any creature on the battlefield, except it's an Illusion in addition to its other types and it has ""When this creature becomes the target of a spell or ability, sacrifice it.""",Forgotten Realms Commander,rare,U,0,0,,,Nils Hamm,5ffcaeb0-87f0-4c0e-bf18-29c9d54ebfdc
c0d8fef4-65f4-4769-982d-b397d2b7e977,1296,1.0,0.1181818181818181,13,3,Animate Dead,{1}{B},Enchantment — Aura,"Enchant creature card in a graveyard
When Animate Dead enters, if it's on the battlefield, it loses ""enchant creature card in a graveyard"" and gains ""enchant creature put onto the battlefield with Animate Dead."" Return enchanted creature card to the battlefield under your control and attach Animate Dead to it. When Animate Dead leaves the battlefield, that creature's controller sacrifices it.
Enchanted creature gets -1/-0.",Murders at Karlov Manor Commander,uncommon,B,,,,,Anthony Jones,8bab56cb-e4ac-4644-be66-51cdc69688f3
c1cbbda0-e02b-4b9c-8669-ea87ca629520,1326,0.5,0.095505617977528,17,1,Dress Down,{1}{U},Enchantment,"Flash
When Dress Down enters, draw a card.
Creatures lose all abilities.
At the beginning of the end step, sacrifice Dress Down.",The List,rare,U,,,,,Iain McCaig,4347fd55-64f4-4c68-9df3-3cfd986386cc
377179d5-ac83-4d34-b5b1-f3d8caa60f79,1192,1.0,0.1468531468531468,21,4,Subtlety,{2}{U}{U},Creature — Elemental Incarnation,"Flash
Flying
When Subtlety enters, choose up to one target creature spell or planeswalker spell. Its owner puts it on the top or bottom of their library.
Evoke—Exile a blue card from your hand.",Special Guests,mythic,U,3,3,,,Campbell White,29efdb40-bfc5-4739-8568-ebceccde3745
1de1b591-a73f-4974-b507-8c63e07a0868,1386,0.0,0.1058823529411764,18,0,Thassa's Oracle,{U}{U},Creature — Merfolk Wizard,"When Thassa's Oracle enters, look at the top X cards of your library, where X is your devotion to blue. Put up to one of them on top of your library and the rest on the bottom of your library in a random order. If X is greater than or equal to the number of cards in your library, you win the game. (Each {U} in the mana costs of permanents you control counts toward your devotion to blue.)",Mystery Booster 2,rare,U,1,3,,,Jesper Ejsing,89b26ad8-18ef-474a-9e49-3c2e0dc5da75
7c2a4fe5-43e8-4e20-bef2-0278d18afc4b,1106,0.9230769230769232,0.12,30,12,Shifting Woodland,,Land,"Shifting Woodland enters tapped unless you control a Forest.
{T}: Add {G}.
Delirium — {2}{G}{G}: Shifting Woodland becomes a copy of target permanent card in your graveyard until end of turn. Activate only if there are four or more card types among cards in your graveyard.",Modern Horizons 3 Promos,rare,,,,,,Josu Hernaiz,0233e9fd-8db6-4630-9bee-34de49b12378
16d40f56-691b-42a7-a5ab-157568921e03,958,0.0,0.1198501872659176,32,0,"Ral, Monsoon Mage // Ral, Leyline Prodigy",,Legendary Creature — Human Wizard // Legendary Planeswalker — Ral,,Modern Horizons 3 Promos,mythic,,,,,,Dmitry Burmak,
59119143-c0fa-49dd-adf0-e2fd3029c48b,1716,1.0,0.3309859154929577,47,12,Karakas,,Legendary Land,"{T}: Add {W}.
{T}: Return target legendary creature to its owner's hand.",Tales of Middle-earth Commander,mythic,,,,,"""I stand in the place of the Steward of Gondor, and it is mine to think first of its people. Gondor must be protected.""
—Prince Imrahil",Stephen Stark,025aceb0-bfc7-4888-92a4-2fe7fb842e01
5e57a8cd-f4f0-40b2-84a0-e002751c0d40,1084,0.5,0.1118421052631579,17,3,Portable Hole,{W},Artifact,"When Portable Hole enters, exile target nonland permanent an opponent controls with mana value 2 or less until Portable Hole leaves the battlefield.",The List,uncommon,W,,,,"""They fall for it every time.""",John Stanko,3a8155c2-8842-4e93-87cf-2641db7f17a4
c207aaee-0b67-4520-ad02-2c289228be2a,1396,0.6,0.1337209302325581,23,6,Through the Breach,{4}{R},Instant — Arcane,"You may put a creature card from your hand onto the battlefield. That creature gains haste. Sacrifice that creature at the beginning of the next end step.
Splice onto Arcane {2}{R}{R} (As you cast an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this card's effects to that spell.)",Ultimate Box Topper,mythic,R,,,,,Randy Vargas,596eccb6-430e-4437-958f-adf22220cd09
3979067a-9c68-443d-a85f-d9f07be880b9,1126,1.0,0.0833333333333333,14,3,Monastery Mentor,{2}{W},Creature — Human Monk,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever you cast a noncreature spell, create a 1/1 white Monk creature token with prowess.",March of the Machine Promos,mythic,W,2,2,,"""One path. Many feet.""",Brian Valeza,80f6df2d-9421-4a6e-9d7a-4b998cd3ca3f
6b8cf2a0-b045-4d91-9d91-c602d40c6237,1402,1.0,0.188034188034188,22,4,Basalt Monolith,{3},Artifact,"Basalt Monolith doesn't untap during your untap step.
{T}: Add {C}{C}{C}.
{3}: Untap Basalt Monolith.",Mystery Booster 2,uncommon,,,,,,Yeong-Hao Han,b9bc1fae-f946-418b-a6e3-69e526e202fb
4b22be3a-8ce1-47d1-b82e-6c3ccfb0548b,1086,1.0,0.0760869565217391,7,1,Underground Sea,,Land — Island Swamp,({T}: Add {U} or {B}.),30th Anniversary Edition,rare,,,,,,Rob Alexander,a30dfb84-032e-4c89-94df-ed63afd32377
8a76a9b9-3127-45fe-b20f-a8f643276281,1046,0.0,0.0756756756756756,14,0,Containment Priest,{1}{W},Creature — Human Cleric,"Flash
If a nontoken creature would enter and it wasn't cast, exile it instead.",Mystery Booster 2,rare,W,2,2,,Some protection requires a bit of finesse.,John Stanko,8eee236f-022d-4058-b9cf-2188eb2b6fbc
907ae517-22d5-4ac7-bc3a-3f4d5eaeeb57,918,0.1428571428571428,0.0597014925373134,12,1,"Valki, God of Lies // Tibalt, Cosmic Impostor",,Legendary Creature — God // Legendary Planeswalker — Tibalt,,Magic Online Promos,mythic,,,,,,Grzegorz Rutkowski,
09ef446c-a13d-49d9-a94c-cd5f5a2d440b,1378,0.1666666666666666,0.1691176470588235,23,1,Displacer Kitten,{3}{U},Creature — Cat Beast,"Avoidance — Whenever you cast a noncreature spell, exile up to one target nonland permanent you control, then return that card to the battlefield under its owner's control.",Mystery Booster 2,rare,U,2,2,,"""Isn't she the cutest thing you've almost seen?""
—Doen, purveyor of exotic pets",Campbell White,40a9eafa-f8d5-4e26-9ea3-21e056a97d74
89b24b5f-d837-4274-8877-8ff7dc2708ba,1214,1.0,0.0373831775700934,8,3,"Drana, Liberator of Malakir",{1}{B}{B},Legendary Creature — Vampire Ally,"Flying, first strike
Whenever Drana, Liberator of Malakir deals combat damage to a player, put a +1/+1 counter on each attacking creature you control.",The Lost Caverns of Ixalan Commander,mythic,B,2,3,,"""I will not live as a slave. If you would be free, then fight alongside me.""",Mike Bierek,356998dd-80c5-4c6c-93cb-37da66946d5d
ededbdae-d9dc-4206-9335-d7158f2d7700,1432,1.0,0.1025641025641025,8,2,Vampiric Tutor,{B},Instant,"Search your library for a card, then shuffle and put that card on top. You lose 2 life.",Dominaria Remastered,mythic,B,,,,"Wisdom is a throne, a seat of power that only the strong are worthy to occupy.",Richard Kane Ferguson,6e3d871c-b53d-4a53-a6c0-93b833921f64
a20dd48d-d344-4db1-b0e9-a2b71c3cc9d1,1396,1.0,0.087719298245614,10,4,"Karn, the Great Creator",{4},Legendary Planeswalker — Karn,"Activated abilities of artifacts your opponents control can't be activated.
+1: Until your next turn, up to one target noncreature artifact becomes an artifact creature with power and toughness each equal to its mana value.
−2: You may reveal an artifact card you own from outside the game or choose a face-up artifact card you own in exile. Put that card into your hand.",Mystery Booster 2,rare,,,,5,,Wisnu Tan,91e727f7-49ac-4159-bb23-76fd8ed60746
3ceaeb1b-8b25-453d-ac09-e466cfdd9c77,720,1.0,0.0426829268292682,7,1,Undying Evil,{B},Instant,"Target creature gains undying until end of turn. (When it dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)",Dark Ascension,common,B,,,,"""Is it true the evil that people do follows them into death? Let's find out.""
—Liliana Vess",Kev Walker,265560fd-2024-4e21-a1e2-bfdc583b50b3
0c7f18d5-36cb-4bc6-a358-443b97666215,1092,1.0,0.1042944785276073,17,3,The Wandering Emperor,{2}{W}{W},Legendary Planeswalker,"Flash
As long as The Wandering Emperor entered this turn, you may activate her loyalty abilities any time you could cast an instant.
+1: Put a +1/+1 counter on up to one target creature. It gains first strike until end of turn.
−1: Create a 2/2 white Samurai creature token with vigilance.
−2: Exile target tapped creature. You gain 2 life.",Magic Online Promos,mythic,W,,,3,,Terada Katsuya,8200a9d0-e71f-402f-b8c7-5425755c633a
4adcd967-9ff7-4940-b8b9-0c4215bbcb75,1286,0.3636363636363636,0.1019607843137254,26,4,"Anzrag, the Quake-Mole",{2}{R}{G},Legendary Creature — Mole God,"Whenever Anzrag, the Quake-Mole becomes blocked, untap each creature you control. After this phase, there is an additional combat phase.
{3}{R}{R}{G}{G}: Anzrag must be blocked each combat this turn if able.",Murders at Karlov Manor Promos,mythic,"G,R",8,4,,His claws tear at the foundations of civilization.,Helge C. Balzer,43e5fb69-69f0-4dfd-a570-1f9d64b2d012
da3e7d3d-2ca0-40c3-9602-fca37c92f507,972,1.0,0.1145038167938931,15,2,"Emry, Lurker of the Loch",{2}{U},Legendary Creature — Merfolk Wizard,"This spell costs {1} less to cast for each artifact you control.
When Emry, Lurker of the Loch enters, mill four cards.
{T}: Choose target artifact card in your graveyard. You may cast that card this turn. (You still pay its costs. Timing rules still apply.)",Multiverse Legends,rare,U,1,2,,,Wylie Beckert,29b27a27-6fc5-4e14-99fc-fa6ca8d90387
4ec85850-f274-4c0c-9a03-0488267caa14,1410,1.0,0.1013513513513513,15,2,Giver of Runes,{W},Creature — Kor Cleric,{T}: Another target creature you control gains protection from colorless or from the color of your choice until end of turn.,Magic Online Promos,rare,W,1,2,,She provides marks of protection to those she chooses as family.,Seb McKinnon,78ed725b-1cd7-409e-9f3e-ab9e78399150
afaef788-34d1-460b-b884-9d7ae6ddeb18,1198,1.0,0.0859375,11,1,Toxic Deluge,{2}{B},Sorcery,"As an additional cost to cast this spell, pay X life.
All creatures get -X/-X until end of turn.",Modern Horizons 3,rare,B,,,,,Svetlin Velinov,4951cae4-b597-4449-bea0-1de81980f568
02418479-9455-417f-a6a1-004356faff37,1246,1.0,0.1181818181818181,13,5,Tundra,,Land — Plains Island,({T}: Add {W} or {U}.),30th Anniversary Edition,rare,,,,,,Jesper Myrfors,af3aee9b-befb-40de-af25-b1fb35cba6d9
730e39e6-c61d-48b5-8827-bfd952bf1be7,976,0.0,0.0789473684210526,15,0,Omniscience,{7}{U}{U}{U},Enchantment,You may cast spells from your hand without paying their mana costs.,Foundations,mythic,U,,,,,Dominik Mayer,b91ed640-b203-467e-bb3f-115c4c637006
749d2994-44e7-40d3-8630-7bebed239e9e,958,0.5,0.0617283950617283,10,1,Haywire Mite,{1},Artifact Creature — Insect,"When Haywire Mite dies, you gain 2 life.
{G}, Sacrifice Haywire Mite: Exile target noncreature artifact or noncreature enchantment.",The List,uncommon,,1,1,,"""They're easy enough to squish, but they're a pain to wash out of a workbench.""
—Tergel, goblin explosioneer",Izzy,00bed94c-2c99-49f5-ae26-58968da81f73
ef8d9c3a-5860-45bf-8205-14e2df9a6fc8,1338,0.5,0.21,63,5,Nulldrifter,{7},Creature — Eldrazi Elemental,"When you cast this spell, draw two cards.
Flying
Annihilator 1 (Whenever this creature attacks, defending player sacrifices a permanent.)
Evoke {2}{U} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters.)",Modern Horizons 3 Promos,rare,,4,4,,,Johann Bodin,cf3e7614-f740-40aa-8e1c-d08112064e06
dba4fd31-8931-42dd-bd86-45479c2abf74,1822,1.0,0.345679012345679,28,6,Tolarian Academy,,Legendary Land,{T}: Add {U} for each artifact you control.,Vintage Championship,mythic,,,,,2020 Vintage Champion,Raoul Vitale,b94412e7-f493-4751-a1ad-bc6899a1322f
